Timestamp,Velocidade linear,Velocidade angular,Velocidade Roda Esquerda,Velocidade Roda Direita
1711143130.0115757,0.009309614449739457,-0.08521386224017809,0.564219057559967,0.0
1711143130.3619986,0.009309614449739457,-0.08521386224017809,0.564219057559967,0.0
1711143131.068967,-0.014484867677092554,-0.04257569392158456,-0.2979840338230133,-0.5798867344856262
1711143131.2833257,-0.007383654445409775,0.24895450370535424,-1.0479373931884766,0.6004431843757629
1711143131.644211,0.00836758053302765,0.19378306663827438,-0.38797634840011597,0.8951024413108826
1711143132.3564575,-0.013130941450595856,-0.025730683547135612,-0.31272315979003906,-0.48309147357940674
1711143132.559613,0.013967106074094772,0.010842719667290661,0.3873496651649475,0.4591416120529175
1711143133.0463886,0.006308161458000541,0.07521024675404725,-0.05783509090542793,0.44014790654182434
1711143133.2643023,0.0011000314056873323,-0.18397113851333374,0.642390251159668,-0.5757216811180115
1711143133.6023345,0.0006211318820714944,-0.12708342443614584,0.43954533338546753,-0.401900976896286
1711143133.8034189,0.0015165465474128725,0.5438503744400339,-1.7545183897018433,1.8464303016662598
1711143134.3432753,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143134.5569024,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143134.799396,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143135.1208544,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143135.462726,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143135.7106552,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143136.2676709,-0.029822865441441537,0.2569907681347304,-1.7545183897018433,-0.052928000688552856
1711143136.534362,-0.033837722004856914,0.3136928725169303,-2.063899040222168,0.013128009624779224
1711143136.8595695,-0.033837722004856914,0.3136928725169303,-2.063899040222168,0.013128009624779224
1711143137.0606768,-0.034213520230259746,0.31713267320711636,-2.086674690246582,0.013128009624779224
1711143137.4449236,-0.0011388884908519685,0.014390048590111514,-0.08215155452489853,0.013128009624779224
1711143138.1446276,-0.04024735003849492,0.3723622366692232,-2.4523613452911377,0.013128009624779224
1711143138.3468525,0.002476667582988739,0.4197403577154234,-1.314544439315796,1.464645504951477
1711143138.8559623,0.04302533170580864,0.22920269196857307,0.5449981093406677,2.0625977516174316
1711143139.0595918,0.004945328682661057,0.32186388942142374,-0.9157060980796814,1.2154229879379272
1711143139.431724,-0.0228820661008358,0.04889470461576971,-0.8552670478820801,-0.5315248370170593
1711143139.6472397,0.02075374495983124,0.5150023805194917,-1.076068639755249,2.333871364593506
1711143140.0096416,0.02075374495983124,0.5150023805194917,-1.076068639755249,2.333871364593506
1711143140.2153692,-0.008729326598346234,0.11477286926123316,-0.6444928050041199,0.11544270813465118
1711143140.69956,-0.03182470288127661,0.32617219450544715,-2.044212579727173,0.11544270813465118
1711143140.908198,-0.0013288333117961876,0.1814711183923333,-0.6410470604896545,0.5605117082595825
1711143141.4068549,0.011263546496629716,0.2846702522762308,-0.6011114716529846,1.2837506532669067
